epoch,loss,val_loss
0,0.0003589161721231354,1.1808097810393924e-05
1,0.00035701326956657283,1.1332699493019997e-05
2,0.0003589014188726342,1.117907494416512e-05
3,0.0003535870962366358,1.1834007333770083e-05
4,0.00035647416416522245,1.1198746809289636e-05
5,0.00035706395963309035,1.0234533935242022e-05
6,0.00035518011303245956,1.038316113408655e-05
7,0.000353656296389992,9.400021109387226e-06
8,0.00035330264853095653,1.0287210332333214e-05
9,0.00035181105627380327,1.0315729721494588e-05
10,0.0003541612352421611,1.1398644649792308e-05
11,0.0003515793286876177,1.0654423123115623e-05
12,0.00035207628105147056,1.0467147957468922e-05
13,0.00035134919537724226,9.589248535727772e-06
14,0.00034706452778535037,1.166673577649312e-05
15,0.0003526545642722076,1.0145315071794255e-05
16,0.0003487559096708707,9.687923314534904e-06
17,0.0003469929397701218,9.179009268538924e-06
18,0.00035309146195607944,1.0447865942195576e-05
19,0.00034872875604026205,1.174803862037758e-05
20,0.0003457797613723883,9.590178443532851e-06
21,0.0003475925546520058,9.022558757957693e-06
22,0.00034850991293870645,1.0910772309418665e-05
23,0.0003461933749987975,9.822114973050905e-06
24,0.0003447591708642288,8.845221357963358e-06
25,0.00034681940702578797,8.643846437432027e-06
26,0.0003448875402398719,7.667839175458843e-06
27,0.00034459339176743384,7.746261972998684e-06
28,0.0003462723776100471,8.939746637932128e-06
29,0.0003418935650142758,8.942453900494405e-06
30,0.00034674894158542933,9.081270541678856e-06
31,0.00035368000912093517,8.542843513876303e-06
32,0.0003709557484976447,9.971140894372688e-06
33,0.00035068620476887293,7.086279624167623e-06
34,0.00034805523085356516,7.815303332689735e-06
35,0.000340077304388711,1.0574065082538355e-05
36,0.00034054781189953655,9.807313391421405e-06
37,0.0003482737572128239,7.946980622364208e-06
38,0.00034093857117559537,9.015787933700873e-06
39,0.0003418784185225863,8.993148266098514e-06
40,0.00034082709509402015,8.03244175686915e-06
41,0.0003339888477503565,1.0100236391331741e-05
42,0.00033937316987155044,8.050298129091971e-06
43,0.0003419869954441285,6.9809422509731825e-06
44,0.0003364874567556591,7.131760503398254e-06
45,0.00033875119377545037,9.312730394918212e-06
46,0.00033627177753536326,9.483689144771133e-06
47,0.0003424189609610333,7.562298105767695e-06
48,0.00035697893041100425,9.37456972880884e-06
49,0.0003321162446424388,6.622872994436572e-06
50,0.00034280083395450646,8.307821624637452e-06
51,0.00033090864791249317,8.122007309591733e-06
52,0.0003318777199235322,8.427232528952623e-06
53,0.00033176447100624276,8.463632760443336e-06
54,0.00033001227857717535,8.987324731101074e-06
55,0.0003297743718282509,8.668694398592278e-06
56,0.0003400896437541377,1.0012423182262056e-05
57,0.0003259045133593526,6.636528137783494e-06
58,0.0003319178385151181,7.025867792738912e-06
59,0.0003265664211876786,8.805662461478885e-06
60,0.00032720927273579626,8.329440162116144e-06
61,0.0003254751513584343,7.782556177618163e-06
62,0.0003256942470613763,7.249486407090444e-06
63,0.0003270382921095979,7.960015015366177e-06
64,0.0003289548569891672,8.742410985481304e-06
65,0.0003271746003454224,6.4177316138132785e-06
66,0.00032625124719406383,8.917286282262973e-06
67,0.00032256583306884863,9.702998047739837e-06
68,0.0003258984508044748,7.837358579207728e-06
69,0.0003284658876073892,8.057236078052988e-06
70,0.0003371425020436479,6.039146794339306e-06
71,0.00032416818608999417,6.104278094830483e-06
72,0.00032450745332534805,8.072305819142559e-06
73,0.000317494597913137,9.720179150463082e-06
74,0.00031977261980125824,9.159411193751213e-06
75,0.00031970405258527893,9.84301475707778e-06
76,0.00032020964320313866,7.586411619639774e-06
77,0.0003173892706642991,7.804477273667645e-06
78,0.00031734361105097825,9.14611106660838e-06
79,0.00032629940605829056,7.709533969722947e-06
80,0.0003137070193955787,6.205673768514923e-06
81,0.00031937776239780827,7.78867779445136e-06
82,0.00032046601266410814,1.0049966598065414e-05
83,0.00031989345689885276,7.667799733705275e-06
84,0.000321073799284952,9.197851149009592e-06
85,0.0003108023644159392,9.110532442314757e-06
86,0.0003132249690466794,7.936206505595086e-06
87,0.0003134046902868399,7.087975791364442e-06
88,0.00031203734000183613,7.946139642929969e-06
89,0.00030947075570200006,7.533694709612367e-06
90,0.0003093935201021518,8.576503387303091e-06
91,0.000309317117209305,8.083884788195266e-06
92,0.00030699397505595496,6.672961464775855e-06
93,0.00030988353755876996,8.576877088570554e-06
94,0.0003117464544315768,8.90437794522667e-06
95,0.00030973625225391146,1.0879672178513525e-05
96,0.00030912663152426464,7.815235181220083e-06
97,0.000304991108122798,6.171905715746106e-06
98,0.00030470431257301325,7.0093149891666444e-06
99,0.00030671210606416434,8.66306323182976e-06
0,0.027584473550589468,0.0005179720141717957
1,0.01310923422653031,0.002083505845318238
2,0.005370827599280724,0.003338902836872472
3,0.0029553198216685345,0.0032559511872629326
4,0.002146245387686328,0.0019938703833354845
5,0.0013959878192394764,0.0009277973970812228
6,0.0009191656805585271,0.0004224542767689046
7,0.0006717640748001054,0.00018911939825759166
8,0.0005360793851382127,9.373903125783221e-05
9,0.0004772393361623639,3.884911913903327e-05
10,0.0004517472184374721,1.2723695403514688e-05
11,0.0004412808911865162,7.479086828728517e-06
12,0.0004356363603004065,4.6200632116071775e-06
13,0.00044107887488204536,2.9603548126841714e-06
14,0.0004323397346154993,3.1861550218713494e-06
15,0.0004336011672553329,3.334282342216789e-06
16,0.0004385203978534487,3.621506766648963e-06
17,0.0004371758860900407,3.010115900300055e-06
18,0.00043117533080230537,3.265805157247491e-06
19,0.0004270312063474452,2.7996753033221465e-06
20,0.0004355217963145802,2.845696316297916e-06
21,0.0004308088177531013,4.197694508750121e-06
22,0.00042780204326683567,3.3870251981069384e-06
23,0.00042730545186344277,2.8255205001591496e-06
24,0.0004282892123253855,2.7408082688553906e-06
25,0.00042706821048969513,3.2014566841098714e-06
26,0.0004301995939988913,3.315711213266089e-06
27,0.00042185346024567493,3.001696813953458e-06
28,0.0004234156477450546,2.704841219585635e-06
29,0.0004290368059043018,5.063821198645099e-06
30,0.0004154009919041535,6.1928252762299966e-06
31,0.00042481363009535617,3.0943854350577263e-06
32,0.0004222257048240863,2.9644686340664824e-06
33,0.0004185014020088635,2.4048859586400796e-06
34,0.00042529672774133836,2.8215594435702465e-06
35,0.0004175961430696576,2.518850790996415e-06
36,0.0004124504408324371,2.7787328993629974e-06
37,0.0004146654910503946,2.830523044394795e-06
38,0.00043371094155325075,2.6740572441970773e-06
39,0.00040239080361803787,5.798918775528566e-06
40,0.0004166985244926987,2.60874470162283e-06
41,0.000410128527510299,2.640489831012221e-06
42,0.0004085659880694041,3.8000400258574195e-06
43,0.00040691667910477844,3.845743514021807e-06
44,0.0004066070459454261,3.6185650464580653e-06
45,0.0004036849073235213,2.5449288690045553e-06
46,0.0004257291132547895,3.1453082505726746e-06
47,0.00040713816332827975,6.510855392763107e-06
48,0.0004214363154490844,2.9478263160045673e-06
49,0.0004060086632059228,3.273727088526357e-06
50,0.00039567850981864943,2.481802862853834e-06
51,0.0004028192365251502,2.874696434042158e-06
52,0.0003963946026964256,3.430850008751602e-06
53,0.0003953498486519602,4.7175176809509545e-06
54,0.00039473020440907266,2.5888140397809266e-06
55,0.0003878525814879264,3.5137558016786998e-06
56,0.00038873077062077417,2.9151199568231176e-06
57,0.0003903601805012787,2.5860013516244685e-06
58,0.0004031336379296167,3.330460190732588e-06
59,0.0004207005330395799,2.4172400268677544e-06
60,0.0003921254884570313,3.239169473090442e-06
61,0.0003807890051547801,2.7601247893471735e-06
62,0.0003787131082950144,4.207543891728468e-06
63,0.00038292048729062444,3.0452610189968254e-06
64,0.0004023425037637651,3.120242874703965e-06
65,0.00037315431571258156,2.3248244790213195e-06
66,0.0003775923862203068,3.1154153425126826e-06
67,0.0003800828177890073,2.6295638033641605e-06
68,0.00037122007453240825,2.4273800540362976e-06
69,0.0003834402383305781,3.645940170018649e-06
70,0.0003703907876566356,3.87903494103941e-06
71,0.00037602128788198456,3.3708734160124246e-06
72,0.0003940179976628196,2.879540690830456e-06
73,0.0003840267122313256,2.5232339794456494e-06
74,0.0003797215821043443,4.368730828395605e-06
75,0.0003666348540039946,2.3770576717652146e-06
76,0.0003604856206431354,3.5396539159491012e-06
77,0.0003649623520428465,2.3168468740348342e-06
78,0.00036164907668684776,2.461197199308016e-06
79,0.00036411208873327684,3.3686625202891364e-06
80,0.0003554696672139456,3.514274011548777e-06
81,0.00035611924002417893,2.8885240731647677e-06
82,0.00035306372484028494,3.340187549838447e-06
83,0.00035362220226597653,2.6719040205433784e-06
84,0.00037511463133063075,3.1065419989317887e-06
85,0.00037734206972778634,2.9403859268010516e-06
86,0.0003534492093232153,5.991724608773236e-06
87,0.0003460826828357865,3.5173091014763083e-06
88,0.0003452023433623213,3.1672770799357547e-06
89,0.00034628243242611933,3.0079207539933526e-06
90,0.00034286292842843064,2.4156593857090534e-06
91,0.00034247789712973627,4.656895665296664e-06
92,0.0003402781634460431,3.2288062053946003e-06
93,0.00033603830543193645,2.6799415738625814e-06
94,0.0003389135033247634,2.824249284256237e-06
95,0.00033625804932339214,2.284732186631623e-06
96,0.00034786722963950844,2.290504165911342e-06
97,0.00036829350939218973,2.2429862206586727e-06
98,0.00035280976498799145,2.380212062133877e-06
99,0.0003294366303880629,1.0937706752479749e-05
