Date,Open,High,Low,Close,Adj Close,Volume
8/2/2022,1772.10,1786.60,1759.40,1771.10,1771.10,1078.00
8/1/2022,1763.90,1772.50,1756.10,1769.00,1769.00,705.00
7/29/2022,1754.00,1765.70,1750.00,1762.90,1762.90,3485.00
7/28/2022,1732.30,1755.00,1732.00,1750.30,1750.30,37236.00
7/27/2022,1719.10,1719.10,1719.10,1719.10,1719.10,144865.00
7/26/2022,1718.00,1718.00,1717.70,1717.70,1717.70,1.00
7/25/2022,1727.00,1732.00,1719.00,1719.00,1719.00,67.00
7/22/2022,1713.30,1735.00,1713.00,1727.10,1727.10,61.00
7/21/2022,1687.00,1715.50,1679.80,1712.70,1712.70,183.00
7/20/2022,1707.10,1708.50,1699.50,1699.50,1699.50,130.00
7/19/2022,1712.30,1714.40,1706.10,1710.00,1710.00,1684.00
7/18/2022,1712.20,1712.40,1709.20,1709.20,1709.20,264.00
7/15/2022,1705.40,1709.70,1701.10,1702.40,1702.40,721.00
7/14/2022,1710.30,1710.50,1704.50,1704.50,1704.50,1289.00
7/13/2022,1710.00,1734.20,1710.00,1734.20,1734.20,368.00
7/12/2022,1734.20,1735.50,1723.30,1723.30,1723.30,451.00
7/11/2022,1732.50,1736.70,1730.00,1730.00,1730.00,75.00
7/8/2022,1738.10,1749.30,1732.10,1740.60,1740.60,370.00
7/7/2022,1745.20,1745.20,1737.00,1737.90,1737.90,1869.00
7/6/2022,1762.50,1768.00,1734.00,1734.90,1734.90,1729.00
7/5/2022,1805.40,1805.40,1761.80,1761.80,1761.80,64.00
7/1/2022,1795.50,1806.10,1791.60,1798.90,1798.90,77.00
6/30/2022,1809.60,1817.30,1801.00,1804.10,1804.10,328.00
6/29/2022,1818.30,1830.30,1812.80,1813.70,1813.70,173.00
6/28/2022,1824.20,1826.00,1817.50,1817.50,1817.50,391.00
6/27/2022,1830.50,1830.70,1819.90,1820.90,1820.90,77.00
6/24/2022,1820.50,1826.50,1815.80,1826.50,1826.50,61.00
6/23/2022,1835.50,1841.20,1825.70,1825.70,1825.70,9.00
6/22/2022,1829.50,1842.70,1821.60,1834.30,1834.30,115.00
6/21/2022,1835.30,1838.60,1830.10,1834.60,1834.60,216.00
6/17/2022,1853.70,1853.70,1833.60,1835.60,1835.60,170.00
6/16/2022,1819.20,1850.60,1814.90,1845.70,1845.70,136.00
6/15/2022,1814.10,1839.00,1810.80,1815.30,1815.30,108.00
6/14/2022,1825.00,1825.50,1805.30,1809.50,1809.50,536.00
6/13/2022,1873.80,1873.80,1818.70,1828.00,1828.00,127.00
6/10/2022,1842.70,1875.60,1823.90,1871.50,1871.50,1490.00
6/9/2022,1846.10,1850.10,1837.90,1848.80,1848.80,159.00
6/8/2022,1844.80,1855.00,1844.40,1851.90,1851.90,218.00
6/7/2022,1836.90,1851.60,1835.00,1847.50,1847.50,1168.00
6/6/2022,1849.00,1854.10,1839.20,1839.20,1839.20,142.00
6/3/2022,1867.60,1871.80,1845.40,1845.40,1845.40,53.00
6/2/2022,1845.40,1868.70,1842.10,1866.50,1866.50,551.00
6/1/2022,1831.00,1847.90,1825.30,1843.30,1843.30,1623.00
5/31/2022,1850.30,1862.10,1832.80,1842.70,1842.70,4073.00
5/27/2022,1848.30,1860.70,1845.90,1851.30,1851.30,30091.00
5/26/2022,1840.40,1847.40,1840.40,1847.40,1847.40,123355.00
5/24/2022,1852.50,1867.00,1852.50,1865.10,1865.10,33.00
5/23/2022,1846.30,1863.00,1845.80,1847.80,1847.80,216.00
5/20/2022,1839.10,1841.80,1836.30,1841.80,1841.80,110.00
5/19/2022,1810.90,1841.20,1810.70,1841.20,1841.20,138.00
5/18/2022,1815.00,1819.70,1805.00,1815.90,1815.90,311.00
5/17/2022,1824.90,1828.60,1816.70,1818.20,1818.20,121.00
5/16/2022,1790.50,1813.50,1787.00,1813.50,1813.50,34.00
5/13/2022,1825.00,1825.00,1807.40,1807.40,1807.40,335.00
5/12/2022,1849.80,1851.90,1822.20,1823.80,1823.80,153.00
5/11/2022,1841.50,1852.60,1841.00,1852.60,1852.60,892.00
5/10/2022,1839.90,1839.90,1839.90,1839.90,1839.90,1540.00
5/9/2022,1866.60,1867.50,1854.00,1857.10,1857.10,304.00
5/6/2022,1874.70,1890.30,1871.50,1881.20,1881.20,214.00
5/5/2022,1897.00,1904.30,1874.00,1874.00,1874.00,80.00
5/4/2022,1867.00,1867.00,1867.00,1867.00,1867.00,1.00
5/3/2022,1868.80,1868.80,1868.80,1868.80,1868.80,466.00
5/2/2022,1896.70,1896.80,1853.00,1861.80,1861.80,385.00
4/29/2022,1902.70,1918.20,1902.40,1909.30,1909.30,132.00
4/28/2022,1883.80,1893.00,1872.90,1888.70,1888.70,513.00
4/27/2022,1897.80,1900.60,1882.20,1885.90,1885.90,1786.00
4/26/2022,1900.50,1909.10,1894.00,1901.40,1901.40,302.00
4/25/2022,1925.00,1925.00,1889.30,1893.20,1893.20,748.00
4/22/2022,1949.60,1950.40,1930.20,1931.00,1931.00,178.00
4/21/2022,1942.50,1944.90,1942.50,1944.90,1944.90,4.00
4/20/2022,1945.50,1953.60,1945.50,1952.30,1952.30,621.00
4/19/2022,1973.80,1978.30,1945.70,1955.70,1955.70,130.00
4/18/2022,1973.40,1997.10,1972.80,1982.90,1982.90,196.00
4/14/2022,1977.20,1978.70,1963.00,1970.90,1970.90,101.00
4/13/2022,1969.50,1981.00,1969.50,1981.00,1981.00,204.00
4/12/2022,1952.50,1977.10,1950.60,1972.10,1972.10,246.00
4/11/2022,1946.60,1968.40,1941.80,1944.30,1944.30,163.00
4/8/2022,1928.80,1947.70,1928.80,1941.60,1941.60,153.00
4/7/2022,1919.50,1934.80,1919.50,1933.80,1933.80,311.00
4/6/2022,1916.70,1931.80,1916.70,1918.40,1918.40,138.00
4/5/2022,1927.10,1943.50,1918.40,1922.90,1922.90,412.00
4/4/2022,1921.20,1936.10,1915.60,1929.20,1929.20,371.00
4/1/2022,1935.00,1938.00,1917.00,1919.10,1919.10,1016.00
3/31/2022,1933.50,1949.90,1919.10,1949.20,1949.20,3617.00
3/30/2022,1918.40,1937.00,1914.50,1933.50,1933.50,17765.00
3/29/2022,1893.50,1912.00,1893.50,1912.00,1912.00,128051.00
3/28/2022,1932.60,1939.60,1932.60,1939.60,1939.60,7.00
3/25/2022,1953.80,1953.80,1953.80,1953.80,1953.80,83.00
3/24/2022,1963.60,1964.00,1961.60,1961.60,1961.60,8.00
3/23/2022,1936.60,1936.60,1936.60,1936.60,1936.60,204.00
3/22/2022,1920.70,1920.70,1920.70,1920.70,1920.70,26.00
3/21/2022,1925.40,1928.60,1925.00,1928.60,1928.60,5.00
3/18/2022,1934.50,1939.30,1928.20,1928.20,1928.20,28.00
3/17/2022,1933.90,1947.20,1933.90,1942.10,1942.10,39.00
3/16/2022,1922.40,1922.40,1907.20,1908.00,1908.00,104.00
3/15/2022,1939.80,1939.90,1910.70,1928.50,1928.50,71.00
3/14/2022,1976.50,1977.70,1959.60,1959.60,1959.60,145.00
3/11/2022,1985.00,1996.00,1959.90,1982.70,1982.70,865.00
3/10/2022,1978.10,2010.50,1978.10,1998.10,1998.10,670.00
3/9/2022,2053.60,2063.00,1980.80,1985.90,1985.90,1022.00
3/8/2022,1999.40,2072.00,1998.00,2040.10,2040.10,1813.00
3/7/2022,1989.00,2001.10,1963.00,1993.90,1993.90,2516.00
3/4/2022,1937.00,1970.90,1935.60,1965.10,1965.10,47.00
3/3/2022,1930.50,1940.30,1924.80,1934.40,1934.40,122.00
3/2/2022,1945.60,1948.20,1919.80,1920.90,1920.90,109.00
3/1/2022,1908.30,1942.40,1903.80,1942.40,1942.40,547.00
2/28/2022,1928.30,1928.40,1894.20,1899.40,1899.40,390.00
2/25/2022,1906.90,1920.00,1883.60,1886.50,1886.50,586.00
2/24/2022,1911.90,1972.50,1911.70,1925.10,1925.10,2706.00
2/23/2022,1896.60,1910.60,1895.70,1909.20,1909.20,73.00
2/22/2022,1908.10,1912.00,1890.80,1906.10,1906.10,173.00
2/18/2022,1899.40,1899.40,1890.70,1898.60,1898.60,51.00
2/17/2022,1876.30,1900.70,1876.20,1900.70,1900.70,393.00
2/16/2022,1858.70,1870.20,1856.30,1870.20,1870.20,34.00
2/15/2022,1872.60,1879.70,1847.40,1854.80,1854.80,86.00
2/14/2022,1861.80,1870.60,1854.60,1868.00,1868.00,79.00
2/11/2022,1822.00,1864.80,1822.00,1840.80,1840.80,181.00
2/10/2022,1833.30,1842.10,1820.80,1836.20,1836.20,365.00
2/9/2022,1825.40,1835.20,1825.30,1835.20,1835.20,683.00
2/8/2022,1818.90,1827.60,1815.00,1826.60,1826.60,108.00
2/7/2022,1812.20,1821.30,1809.10,1820.60,1820.60,601.00
2/4/2022,1806.00,1813.70,1792.50,1806.60,1806.60,571.00
2/3/2022,1805.80,1808.10,1787.90,1803.00,1803.00,466.00
2/2/2022,1797.80,1810.10,1795.10,1809.20,1809.20,1690.00
2/1/2022,1797.20,1806.10,1797.10,1800.30,1800.30,223.00
1/31/2022,1788.50,1798.50,1785.10,1795.00,1795.00,1735.00
1/28/2022,1797.50,1798.40,1778.80,1784.90,1784.90,28521.00
1/27/2022,1793.30,1793.30,1793.30,1793.30,1793.30,196036.00
1/26/2022,1829.90,1829.90,1829.90,1829.90,1829.90,55.00
1/25/2022,1843.00,1852.70,1842.00,1852.70,1852.70,11.00
1/24/2022,1837.90,1842.10,1837.90,1841.70,1841.70,8.00
1/21/2022,1838.00,1842.40,1828.90,1831.80,1831.80,19.00
1/20/2022,1840.60,1843.00,1838.20,1842.50,1842.50,20.00
1/19/2022,1817.40,1843.10,1817.40,1843.10,1843.10,4.00
1/18/2022,1816.80,1820.10,1812.30,1812.30,1812.30,900.00
1/14/2022,1821.50,1822.00,1816.50,1816.50,1816.50,816.00
1/13/2022,1819.80,1823.00,1815.40,1821.20,1821.20,40.00
1/12/2022,1819.00,1827.20,1816.90,1827.20,1827.20,1547.00
1/11/2022,1803.90,1822.50,1803.00,1818.60,1818.60,743.00
1/10/2022,1794.90,1798.70,1790.40,1798.40,1798.40,534.00
1/7/2022,1791.80,1797.00,1784.40,1797.00,1797.00,17.00
1/6/2022,1787.10,1791.30,1787.10,1788.70,1788.70,30.00
1/5/2022,1813.10,1824.60,1813.10,1824.60,1824.60,8.00
1/4/2022,1800.50,1815.30,1800.00,1814.00,1814.00,38.00
1/3/2022,1830.10,1830.10,1798.80,1799.40,1799.40,116.00
12/31/2021,1825.10,1827.80,1821.40,1827.50,1827.50,80.00
12/30/2021,1801.70,1816.00,1796.00,1812.70,1812.70,306.00
12/29/2021,1803.20,1805.10,1791.40,1805.10,1805.10,623.00
12/28/2021,1812.00,1818.00,1805.50,1810.20,1810.20,146.00
12/27/2021,1810.00,1812.10,1807.00,1808.10,1808.10,150.00
12/23/2021,1806.00,1811.20,1800.80,1811.20,1811.20,193.00
12/22/2021,1786.00,1805.20,1785.50,1801.60,1801.60,567.00
12/21/2021,1791.40,1796.50,1787.90,1787.90,1787.90,575.00
12/20/2021,1796.80,1799.80,1792.00,1793.70,1793.70,226.00
12/17/2021,1804.00,1812.90,1803.80,1803.80,1803.80,654.00
12/16/2021,1781.00,1798.10,1781.00,1796.60,1796.60,21.00
12/15/2021,1767.40,1778.70,1753.90,1762.60,1762.60,283.00
12/14/2021,1787.00,1787.00,1769.00,1770.40,1770.40,322.00
12/13/2021,1784.40,1787.10,1783.80,1786.30,1786.30,206.00
12/10/2021,1773.80,1785.40,1769.10,1782.90,1782.90,545.00
12/9/2021,1783.50,1783.50,1771.80,1774.60,1774.60,455.00
12/8/2021,1789.90,1789.90,1779.00,1783.40,1783.40,1383.00
12/7/2021,1779.50,1786.10,1772.30,1782.60,1782.60,308.00
12/6/2021,1780.20,1783.00,1777.20,1777.50,1777.50,381.00
12/3/2021,1767.50,1785.10,1766.50,1782.00,1782.00,694.00
12/2/2021,1780.90,1780.90,1760.60,1760.70,1760.70,1557.00
12/1/2021,1774.80,1790.50,1772.30,1781.60,1781.60,1128.00
11/30/2021,1783.90,1808.10,1768.70,1773.60,1773.60,4903.00
11/29/2021,1791.70,1798.90,1779.10,1782.30,1782.30,26926.00
11/26/2021,1791.10,1791.40,1785.30,1785.30,1785.30,186800.00
11/25/2021,1791.10,1791.40,1791.10,1791.40,1791.40,188.00
11/24/2021,1793.00,1793.00,1781.40,1784.10,1784.10,188.00
11/23/2021,1795.50,1795.50,1783.50,1783.50,1783.50,264.00
11/22/2021,1841.60,1841.60,1805.70,1806.00,1806.00,14.00
11/19/2021,1851.20,1851.20,1851.20,1851.20,1851.20,21.00
11/18/2021,1861.00,1861.00,1861.00,1861.00,1861.00,9.00
11/17/2021,1862.60,1869.70,1862.60,1869.70,1869.70,2.00
11/16/2021,1853.60,1853.60,1853.60,1853.60,1853.60,1.00
11/15/2021,1864.50,1866.90,1864.50,1866.10,1866.10,87.00
11/12/2021,1860.80,1867.90,1847.60,1867.90,1867.90,210.00
11/11/2021,1853.90,1866.50,1853.90,1863.20,1863.20,292.00
11/10/2021,1825.80,1865.00,1824.90,1847.60,1847.60,795.00
11/9/2021,1826.10,1832.70,1820.70,1830.20,1830.20,170.00
11/8/2021,1817.00,1827.40,1816.90,1827.40,1827.40,261.00
11/5/2021,1794.90,1817.10,1794.90,1816.40,1816.40,239.00
11/4/2021,1776.60,1798.20,1776.20,1793.00,1793.00,103.00
11/3/2021,1768.00,1768.00,1761.80,1763.60,1763.60,108.00
11/2/2021,1790.50,1795.50,1787.70,1788.70,1788.70,213.00
11/1/2021,1787.50,1795.10,1786.70,1795.10,1795.10,142.00
10/29/2021,1793.10,1797.00,1774.60,1783.00,1783.00,583.00
10/28/2021,1795.50,1807.30,1795.50,1801.60,1801.60,452.00
10/27/2021,1791.50,1798.10,1791.50,1797.90,1797.90,543.00
10/26/2021,1808.80,1808.80,1788.60,1792.70,1792.70,359.00
10/25/2021,1794.30,1809.00,1794.00,1806.00,1806.00,140.00
10/22/2021,1787.10,1806.90,1784.00,1795.50,1795.50,532.00
10/21/2021,1782.00,1785.70,1781.00,1781.20,1781.20,146.00
10/20/2021,1774.60,1785.60,1774.00,1784.10,1784.10,127.00
10/19/2021,1777.60,1785.00,1767.50,1769.70,1769.70,51.00
10/18/2021,1761.60,1770.10,1759.50,1764.80,1764.80,266.00
10/15/2021,1794.50,1795.40,1766.60,1767.20,1767.20,874.00
10/14/2021,1792.20,1799.90,1792.00,1796.70,1796.70,337.00
10/13/2021,1760.80,1794.50,1760.80,1793.70,1793.70,150.00
10/12/2021,1751.90,1768.00,1749.80,1758.30,1758.30,139.00
10/11/2021,1756.60,1757.80,1752.20,1754.60,1754.60,128.00
10/8/2021,1757.00,1780.00,1754.20,1756.30,1756.30,254.00
10/7/2021,1762.40,1762.40,1752.80,1757.90,1757.90,336.00
10/6/2021,1759.30,1762.90,1744.70,1760.50,1760.50,56.00
10/5/2021,1764.30,1764.30,1749.00,1759.60,1759.60,98.00
10/4/2021,1764.50,1768.90,1749.50,1766.20,1766.20,417.00
10/1/2021,1754.30,1762.60,1748.50,1757.00,1757.00,2220.00
9/30/2021,1725.50,1760.30,1724.50,1755.30,1755.30,997.00
9/29/2021,1732.40,1744.10,1721.40,1721.50,1721.50,6634.00
9/28/2021,1739.60,1741.70,1726.80,1735.80,1735.80,15748.00
9/27/2021,1751.70,1754.40,1747.50,1750.00,1750.00,808.00
9/24/2021,1749.70,1749.70,1745.00,1749.70,1749.70,76.00
9/23/2021,1766.80,1766.80,1738.20,1747.70,1747.70,31.00
9/22/2021,1776.70,1784.30,1767.00,1776.70,1776.70,17.00
9/21/2021,1762.20,1776.00,1759.00,1776.00,1776.00,106.00
9/20/2021,1751.80,1761.80,1750.90,1761.80,1761.80,185.00
